debut,fn,group,order
2020/11/16,pm199,Slowpoke
2022/01/01,pm199.f2022,Slowpoke_2020
2023/03/18,pm199.fGALARIAN,Slowpoke_51
2018/12/01,pm200,Misdreavus
2020/08/07,pm201.fUNOWN_A,Unown
2022/06/04,pm201.fUNOWN_B,Unown
2020/11/22,pm201.fUNOWN_C,Unown
2022/08/17,pm201.fUNOWN_D,Unown
2022/05/13,pm201.fUNOWN_E,Unown
2021/07/17,pm201.fUNOWN_F,Unown
2020/07/25,pm201.fUNOWN_G,Unown
2023/02/18,pm201.fUNOWN_H,Unown
2022/05/13,pm201.fUNOWN_I,Unown
2022/02/26,pm201.fUNOWN_J,Unown
,pm201.fUNOWN_K,Unown
2020/08/07,pm201.fUNOWN_L,Unown
2023/08/04,pm201.fUNOWN_M,Unown
2022/08/27,pm201.fUNOWN_N,Unown
2020/07/25,pm201.fUNOWN_O,Unown
2022/08/27,pm201.fUNOWN_P,Unown
,pm201.fUNOWN_Q,Unown
2020/08/07,pm201.fUNOWN_R,Unown
2022/05/13,pm201.fUNOWN_S,Unown
2020/08/07,pm201.fUNOWN_T,Unown
2020/08/07,pm201.fUNOWN_U,Unown
2022/05/13,pm201.fUNOWN_V,Unown
,pm201.fUNOWN_W,Unown
2022/08/27,pm201.fUNOWN_X,Unown
2022/09/24,pm201.fUNOWN_Y,Unown
,pm201.fUNOWN_Z,Unown
2023/08/04,pm201.fUNOWN_EXCLAMATION_POINT,Unown
,pm201.fUNOWN_QUESTION_MARK,Unown
2018/03/22,pm202,Wobbuffet
2018/03/22,pm202.g2,Wobbuffet
2018/03/22,pm202.cJAN_2020_NOEVOLVE,Wobbuffet
2018/03/22,pm202.cJAN_2020_NOEVOLVE.g2,Wobbuffet
2022/02/26,pm203,Girafarig
2018/08/20,pm204,Pineco
2018/08/20,pm205,Pineco
2020/05/08,pm206,Dunsparce
2019/09/02,pm207,Gligar
2019/06/04,pm208,Onix
2021/12/01,pm208.fMEGA,Onix
2018/08/01,pm209,Snubbull
2018/08/01,pm210,Snubbull
2020/07/25,pm211,Qwilfish
2019/04/02,pm212,Scyther
2022/08/10,pm212.fMEGA,Scyther
2019/04/18,pm213,Shuckle
2021/08/06,pm214,Heracross
2021/08/06,pm214.g2,Heracross
2019/07/25,pm215,Sneasel
2021/09/21,pm215.cFASHION_2021_NOEVOLVE,Sneasel_2021_FASHION
2020/03/26,pm216,Teddiursa
2020/03/26,pm217,Teddiursa
2022/11/12,pm901,Teddiursa
2021/01/07,pm218,Slugma
2021/01/07,pm219,Slugma
2019/02/16,pm220,Swinub
2019/02/16,pm221,Swinub
2022/02/26,pm222,Corsola
2022/02/26,pm223,Remoraid
2022/02/26,pm224,Remoraid
2018/12/18,pm225,Delibird
2020/12/22,pm225.fWINTER_2020,Delibird
2022/02/26,pm226,Mantine
2019/11/01,pm227,Skarmory
2018/08/01,pm228,Houndour
2018/08/01,pm229,Houndour
2018/08/01,pm229.fMEGA,Houndour
2019/06/13,pm230,Horsea
2022/02/26,pm231,Phanpy
2022/02/26,pm232,Phanpy
2020/09/19,pm233,Porygon
2019/12/24,pm234,Stantler
2019/12/24,pm234.cWINTER_2018,Stantler
2021/04/29,pm235,Smeargle
2022/02/26,pm236,Tyrogue
2022/02/26,pm237,Tyrogue
2019/02/13,pm238,Jynx
2019/02/13,pm238.cFALL_2020_NOEVOLVE,Jynx
2018/11/15,pm239,Electabuzz
2023/05/02,pm239.cSPRING_2023_INSTINCT,Electabuzz_23s
2018/03/22,pm240,Magmar
2021/01/26,pm241,Miltank
2020/02/13,pm242,Chansey
2021/04/04,pm242.cNOVEMBER_2018,Chansey_07
